2017SegmentationCaseKey,RespondentID,SegmentCode,CustomerType,SpendingRange,Visit,Spending,BrandType,PPA,dwh_create_date
3993,138482,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
3994,138482,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
3995,138483,Seg.03,Premium,60000 - 99000,5,300000,Chain,60000,2025-09-20 14:28:49.383000000
3996,138483,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
3997,138484,Seg.03,Premium,60000 - 99000,10,600000,Chain,60000,2025-09-20 14:28:49.383000000
3998,138484,Seg.02,Mass Asp,25000 - 59000,5,150000,Independent,30000,2025-09-20 14:28:49.383000000
3999,138485,Seg.03,Premium,60000 - 99000,4,280000,Chain,70000,2025-09-20 14:28:49.383000000
4000,138486,Seg.03,Premium,60000 - 99000,1,60000,Chain,60000,2025-09-20 14:28:49.383000000
4001,138486,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
4002,138487,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
4003,138487,Seg.03,Premium,60000 - 99000,1,60000,Chain,60000,2025-09-20 14:28:49.383000000
4004,138487,Seg.02,Mass Asp,25000 - 59000,1,25000,Street,25000,2025-09-20 14:28:49.383000000
4005,138488,Seg.01,Mass,0 - 25000,2,30000,Independent,15000,2025-09-20 14:28:49.383000000
4006,138488,Seg.01,Mass,0 - 25000,14,140000,Street,10000,2025-09-20 14:28:49.383000000
4007,138489,Seg.01,Mass,0 - 25000,60,480000,Street,8000,2025-09-20 14:28:49.383000000
4008,138490,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
4009,138491,Seg.01,Mass,0 - 25000,30,360000,Independent,12000,2025-09-20 14:28:49.383000000
4010,138492,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
4011,138493,Seg.01,Mass,0 - 25000,8,120000,Independent,15000,2025-09-20 14:28:49.383000000
4012,138494,Seg.01,Mass,0 - 25000,6,60000,Street,10000,2025-09-20 14:28:49.383000000
4013,138495,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
4014,138496,Seg.01,Mass,0 - 25000,8,80000,Independent,10000,2025-09-20 14:28:49.383000000
4015,138504,Seg.01,Mass,0 - 25000,5,50000,Street,10000,2025-09-20 14:28:49.383000000
4016,138504,Seg.01,Mass,0 - 25000,5,60000,Independent,12000,2025-09-20 14:28:49.383000000
4017,138505,Seg.02,Mass Asp,25000 - 59000,1,30000,Independent,30000,2025-09-20 14:28:49.383000000
4018,138505,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
4019,138506,Seg.02,Mass Asp,25000 - 59000,4,120000,Chain,30000,2025-09-20 14:28:49.383000000
4020,138507,Seg.02,Mass Asp,25000 - 59000,10,500000,Chain,50000,2025-09-20 14:28:49.383000000
4021,138507,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4022,138509,Seg.02,Mass Asp,25000 - 59000,1,30000,Chain,30000,2025-09-20 14:28:49.383000000
4023,138509,Seg.02,Mass Asp,25000 - 59000,3,105000,Independent,35000,2025-09-20 14:28:49.383000000
4024,138510,Seg.02,Mass Asp,25000 - 59000,3,90000,Chain,30000,2025-09-20 14:28:49.383000000
4025,138510,Seg.02,Mass Asp,25000 - 59000,1,30000,Independent,30000,2025-09-20 14:28:49.383000000
4026,138511,Seg.02,Mass Asp,25000 - 59000,12,480000,Chain,40000,2025-09-20 14:28:49.383000000
4027,138512,Seg.02,Mass Asp,25000 - 59000,2,90000,Chain,45000,2025-09-20 14:28:49.383000000
4028,138513,Seg.02,Mass Asp,25000 - 59000,6,240000,Chain,40000,2025-09-20 14:28:49.383000000
4029,138513,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4030,138514,Seg.02,Mass Asp,25000 - 59000,2,80000,Chain,40000,2025-09-20 14:28:49.383000000
4031,138514,Seg.02,Mass Asp,25000 - 59000,6,210000,Independent,35000,2025-09-20 14:28:49.383000000
4032,138515,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4033,138516,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
4034,138526,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
4035,138527,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
4036,138528,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
4037,138529,Seg.02,Mass Asp,25000 - 59000,16,800000,Chain,50000,2025-09-20 14:28:49.383000000
4038,138530,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
4039,138531,Seg.02,Mass Asp,25000 - 59000,7,210000,Independent,30000,2025-09-20 14:28:49.383000000
4040,138532,Seg.02,Mass Asp,25000 - 59000,3,75000,Street,25000,2025-09-20 14:28:49.383000000
4041,138532,Seg.02,Mass Asp,25000 - 59000,1,45000,Independent,45000,2025-09-20 14:28:49.383000000
4042,138533,Seg.02,Mass Asp,25000 - 59000,3,165000,Independent,55000,2025-09-20 14:28:49.383000000
4043,138533,Seg.02,Mass Asp,25000 - 59000,1,25000,Street,25000,2025-09-20 14:28:49.383000000
4044,138534,Seg.01,Mass,0 - 25000,5,100000,Chain,20000,2025-09-20 14:28:49.383000000
4045,138534,Seg.01,Mass,0 - 25000,15,225000,Street,15000,2025-09-20 14:28:49.383000000
4046,138535,Seg.02,Mass Asp,25000 - 59000,3,120000,Street,40000,2025-09-20 14:28:49.383000000
4047,138537,Seg.01,Mass,0 - 25000,25,375000,Independent,15000,2025-09-20 14:28:49.383000000
4048,138537,Seg.01,Mass,0 - 25000,5,60000,Street,12000,2025-09-20 14:28:49.383000000
4049,138538,Seg.01,Mass,0 - 25000,18,216000,Independent,12000,2025-09-20 14:28:49.383000000
4050,138538,Seg.01,Mass,0 - 25000,6,48000,Street,8000,2025-09-20 14:28:49.383000000
4051,138540,Seg.02,Mass Asp,25000 - 59000,4,160000,Independent,40000,2025-09-20 14:28:49.383000000
4052,138541,Seg.01,Mass,0 - 25000,4,32000,Street,8000,2025-09-20 14:28:49.383000000
4053,138542,Seg.02,Mass Asp,25000 - 59000,2,110000,Chain,55000,2025-09-20 14:28:49.383000000
4054,138543,Seg.02,Mass Asp,25000 - 59000,6,234000,Chain,39000,2025-09-20 14:28:49.383000000
4055,138544,Seg.01,Mass,0 - 25000,12,180000,Independent,15000,2025-09-20 14:28:49.383000000
4056,138545,Seg.01,Mass,0 - 25000,30,240000,Independent,8000,2025-09-20 14:28:49.383000000
4057,138546,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
4058,138547,Seg.01,Mass,0 - 25000,4,32000,Street,8000,2025-09-20 14:28:49.383000000
4059,138548,Seg.01,Mass,0 - 25000,4,60000,Independent,15000,2025-09-20 14:28:49.383000000
4060,138550,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
4061,138551,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
4062,138552,Seg.01,Mass,0 - 25000,30,540000,Independent,18000,2025-09-20 14:28:49.383000000
4063,138553,Seg.01,Mass,0 - 25000,2,24000,Independent,12000,2025-09-20 14:28:49.383000000
4064,138554,Seg.02,Mass Asp,25000 - 59000,30,1770000,Chain,59000,2025-09-20 14:28:49.383000000
4065,138555,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
4066,138562,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
4067,138571,Seg.02,Mass Asp,25000 - 59000,2,70000,Street,35000,2025-09-20 14:28:49.383000000
4068,138580,Seg.03,Premium,60000 - 99000,20,1200000,Chain,60000,2025-09-20 14:28:49.383000000
4069,138581,Seg.03,Premium,60000 - 99000,4,240000,Chain,60000,2025-09-20 14:28:49.383000000
4070,138582,Seg.03,Premium,60000 - 99000,4,240000,Chain,60000,2025-09-20 14:28:49.383000000
4071,138583,Seg.02,Mass Asp,25000 - 59000,8,280000,Independent,35000,2025-09-20 14:28:49.383000000
4072,138584,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
4073,138584,Seg.03,Premium,60000 - 99000,10,600000,Chain,60000,2025-09-20 14:28:49.383000000
4074,138585,Seg.03,Premium,60000 - 99000,8,560000,Chain,70000,2025-09-20 14:28:49.383000000
4075,138585,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
4076,138586,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4077,138587,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4078,138587,Seg.02,Mass Asp,25000 - 59000,10,500000,Chain,50000,2025-09-20 14:28:49.383000000
4079,138588,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
4080,138589,Seg.03,Premium,60000 - 99000,4,240000,Chain,60000,2025-09-20 14:28:49.383000000
4081,138589,Seg.02,Mass Asp,25000 - 59000,8,280000,Independent,35000,2025-09-20 14:28:49.383000000
4082,138590,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4083,138591,Seg.01,Mass,0 - 25000,3,30000,Independent,10000,2025-09-20 14:28:49.383000000
4084,138592,Seg.01,Mass,0 - 25000,3,30000,Street,10000,2025-09-20 14:28:49.383000000
4085,138593,Seg.01,Mass,0 - 25000,3,30000,Street,10000,2025-09-20 14:28:49.383000000
4086,138593,Seg.01,Mass,0 - 25000,5,75000,Independent,15000,2025-09-20 14:28:49.383000000
4087,138594,Seg.01,Mass,0 - 25000,20,200000,Independent,10000,2025-09-20 14:28:49.383000000
4088,138595,Seg.01,Mass,0 - 25000,31,372000,Street,12000,2025-09-20 14:28:49.383000000
4089,138596,Seg.02,Mass Asp,25000 - 59000,6,150000,Independent,25000,2025-09-20 14:28:49.383000000
4090,138596,Seg.01,Mass,0 - 25000,2,28000,Street,14000,2025-09-20 14:28:49.383000000
4091,138597,Seg.01,Mass,0 - 25000,1,20000,Independent,20000,2025-09-20 14:28:49.383000000
4092,138597,Seg.01,Mass,0 - 25000,3,45000,Street,15000,2025-09-20 14:28:49.383000000
4093,138598,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
4094,138598,Seg.01,Mass,0 - 25000,3,60000,Independent,20000,2025-09-20 14:28:49.383000000
4095,138599,Seg.01,Mass,0 - 25000,6,108000,Independent,18000,2025-09-20 14:28:49.383000000
4096,138599,Seg.01,Mass,0 - 25000,4,56000,Street,14000,2025-09-20 14:28:49.383000000
4097,138600,Seg.02,Mass Asp,25000 - 59000,4,236000,Chain,59000,2025-09-20 14:28:49.383000000
4098,138600,Seg.02,Mass Asp,25000 - 59000,8,200000,Independent,25000,2025-09-20 14:28:49.383000000
4099,138601,Seg.01,Mass,0 - 25000,12,240000,Independent,20000,2025-09-20 14:28:49.383000000
4100,138601,Seg.01,Mass,0 - 25000,8,120000,Street,15000,2025-09-20 14:28:49.383000000
4101,138602,Seg.01,Mass,0 - 25000,3,45000,Street,15000,2025-09-20 14:28:49.383000000
4102,138602,Seg.02,Mass Asp,25000 - 59000,5,125000,Independent,25000,2025-09-20 14:28:49.383000000
4103,138603,Seg.01,Mass,0 - 25000,7,168000,Independent,24000,2025-09-20 14:28:49.383000000
4104,138603,Seg.01,Mass,0 - 25000,3,39000,Street,13000,2025-09-20 14:28:49.383000000
4105,138604,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4106,138605,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4107,138606,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4108,138607,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4109,138608,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4110,138609,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4111,138610,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4112,138611,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4113,138612,Seg.02,Mass Asp,25000 - 59000,8,280000,Chain,35000,2025-09-20 14:28:49.383000000
4114,138613,Seg.01,Mass,0 - 25000,4,80000,Street,20000,2025-09-20 14:28:49.383000000
4115,138614,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4116,138615,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4117,138616,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4118,138617,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4119,138618,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4120,138619,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4121,138621,Seg.02,Mass Asp,25000 - 59000,6,240000,Street,40000,2025-09-20 14:28:49.383000000
4122,138621,Seg.02,Mass Asp,25000 - 59000,10,500000,Independent,50000,2025-09-20 14:28:49.383000000
4123,138624,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
4124,138624,Seg.02,Mass Asp,25000 - 59000,3,90000,Street,30000,2025-09-20 14:28:49.383000000
4125,138625,Seg.02,Mass Asp,25000 - 59000,4,160000,Street,40000,2025-09-20 14:28:49.383000000
4126,138626,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
4127,138627,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
4128,138628,Seg.03,Premium,60000 - 99000,3,180000,Chain,60000,2025-09-20 14:28:49.383000000
4129,138628,Seg.02,Mass Asp,25000 - 59000,9,315000,Independent,35000,2025-09-20 14:28:49.383000000
4130,138631,Seg.04,Super Premium,100000+,4,400000,Chain,100000,2025-09-20 14:28:49.383000000
4131,138632,Seg.04,Super Premium,100000+,8,800000,Chain,100000,2025-09-20 14:28:49.383000000
4132,138633,Seg.03,Premium,60000 - 99000,16,1280000,Chain,80000,2025-09-20 14:28:49.383000000
4133,138635,Seg.03,Premium,60000 - 99000,11,770000,Chain,70000,2025-09-20 14:28:49.383000000
4134,138635,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
4135,138636,Seg.04,Super Premium,100000+,12,1200000,Chain,100000,2025-09-20 14:28:49.383000000
4136,138636,Seg.03,Premium,60000 - 99000,4,280000,Independent,70000,2025-09-20 14:28:49.383000000
4137,138637,Seg.02,Mass Asp,25000 - 59000,3,105000,Street,35000,2025-09-20 14:28:49.383000000
4138,138638,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
4139,138638,Seg.02,Mass Asp,25000 - 59000,6,240000,Street,40000,2025-09-20 14:28:49.383000000
4140,138639,Seg.02,Mass Asp,25000 - 59000,4,160000,Street,40000,2025-09-20 14:28:49.383000000
4141,138640,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
4142,138642,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4143,138646,Seg.01,Mass,0 - 25000,35,350000,Street,10000,2025-09-20 14:28:49.383000000
4144,138647,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
4145,138651,Seg.02,Mass Asp,25000 - 59000,10,250000,Independent,25000,2025-09-20 14:28:49.383000000
4146,138652,Seg.02,Mass Asp,25000 - 59000,4,200000,Street,50000,2025-09-20 14:28:49.383000000
4147,138653,Seg.02,Mass Asp,25000 - 59000,10,300000,Chain,30000,2025-09-20 14:28:49.383000000
4148,138654,Seg.01,Mass,0 - 25000,4,40000,Street,10000,2025-09-20 14:28:49.383000000
4149,138655,Seg.01,Mass,0 - 25000,4,40000,Street,10000,2025-09-20 14:28:49.383000000
4150,138656,Seg.01,Mass,0 - 25000,10,200000,Street,20000,2025-09-20 14:28:49.383000000
4151,138657,Seg.02,Mass Asp,25000 - 59000,8,200000,Independent,25000,2025-09-20 14:28:49.383000000
4152,138660,Seg.03,Premium,60000 - 99000,10,800000,Independent,80000,2025-09-20 14:28:49.383000000
4153,138660,Seg.01,Mass,0 - 25000,20,240000,Street,12000,2025-09-20 14:28:49.383000000
4154,138662,Seg.02,Mass Asp,25000 - 59000,3,105000,Independent,35000,2025-09-20 14:28:49.383000000
4155,138662,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
4156,138663,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4157,138663,Seg.02,Mass Asp,25000 - 59000,2,80000,Chain,40000,2025-09-20 14:28:49.383000000
4158,138664,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
4159,138664,Seg.02,Mass Asp,25000 - 59000,6,180000,Independent,30000,2025-09-20 14:28:49.383000000
4160,138665,Seg.02,Mass Asp,25000 - 59000,3,120000,Independent,40000,2025-09-20 14:28:49.383000000
4161,138665,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
4162,138666,Seg.01,Mass,0 - 25000,1,15000,Street,15000,2025-09-20 14:28:49.383000000
4163,138666,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
4164,138667,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
4165,138668,Seg.02,Mass Asp,25000 - 59000,6,180000,Independent,30000,2025-09-20 14:28:49.383000000
4166,138668,Seg.01,Mass,0 - 25000,2,40000,Street,20000,2025-09-20 14:28:49.383000000
4167,138669,Seg.02,Mass Asp,25000 - 59000,3,120000,Independent,40000,2025-09-20 14:28:49.383000000
4168,138669,Seg.01,Mass,0 - 25000,1,20000,Street,20000,2025-09-20 14:28:49.383000000
4169,138676,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4170,138677,Seg.02,Mass Asp,25000 - 59000,4,140000,Chain,35000,2025-09-20 14:28:49.383000000
4171,138689,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4172,138690,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4173,138691,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
4174,138692,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
4175,138693,Seg.02,Mass Asp,25000 - 59000,4,140000,Chain,35000,2025-09-20 14:28:49.383000000
4176,138698,Seg.02,Mass Asp,25000 - 59000,10,250000,Independent,25000,2025-09-20 14:28:49.383000000
4177,138698,Seg.01,Mass,0 - 25000,20,240000,Street,12000,2025-09-20 14:28:49.383000000
4178,138699,Seg.01,Mass,0 - 25000,6,120000,Independent,20000,2025-09-20 14:28:49.383000000
4179,138702,Seg.02,Mass Asp,25000 - 59000,8,384000,Chain,48000,2025-09-20 14:28:49.383000000
4180,138703,Seg.02,Mass Asp,25000 - 59000,25,1250000,Chain,50000,2025-09-20 14:28:49.383000000
4181,138705,Seg.02,Mass Asp,25000 - 59000,12,600000,Chain,50000,2025-09-20 14:28:49.383000000
4182,138706,Seg.02,Mass Asp,25000 - 59000,9,450000,Chain,50000,2025-09-20 14:28:49.383000000
4183,138706,Seg.02,Mass Asp,25000 - 59000,1,25000,Street,25000,2025-09-20 14:28:49.383000000
4184,138707,Seg.03,Premium,60000 - 99000,4,240000,Chain,60000,2025-09-20 14:28:49.383000000
4185,138708,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
4186,138713,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
4187,138714,Seg.02,Mass Asp,25000 - 59000,10,400000,Chain,40000,2025-09-20 14:28:49.383000000
4188,138715,Seg.01,Mass,0 - 25000,4,80000,Street,20000,2025-09-20 14:28:49.383000000
4189,138716,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
4190,138716,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
4191,138716,Seg.02,Mass Asp,25000 - 59000,14,700000,Chain,50000,2025-09-20 14:28:49.383000000
4192,138717,Seg.02,Mass Asp,25000 - 59000,14,560000,Chain,40000,2025-09-20 14:28:49.383000000
4193,138717,Seg.02,Mass Asp,25000 - 59000,6,150000,Independent,25000,2025-09-20 14:28:49.383000000
4194,138718,Seg.01,Mass,0 - 25000,1,20000,Street,20000,2025-09-20 14:28:49.383000000
4195,138718,Seg.02,Mass Asp,25000 - 59000,3,105000,Independent,35000,2025-09-20 14:28:49.383000000
4196,138719,Seg.02,Mass Asp,25000 - 59000,10,500000,Chain,50000,2025-09-20 14:28:49.383000000
4197,138720,Seg.02,Mass Asp,25000 - 59000,9,270000,Independent,30000,2025-09-20 14:28:49.383000000
4198,138720,Seg.02,Mass Asp,25000 - 59000,3,120000,Chain,40000,2025-09-20 14:28:49.383000000
4199,138720,Seg.01,Mass,0 - 25000,3,60000,Street,20000,2025-09-20 14:28:49.383000000
4200,138721,Seg.02,Mass Asp,25000 - 59000,8,400000,Chain,50000,2025-09-20 14:28:49.383000000
4201,138721,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
4202,138724,Seg.01,Mass,0 - 25000,20,260000,Independent,13000,2025-09-20 14:28:49.383000000
4203,138724,Seg.01,Mass,0 - 25000,40,400000,Street,10000,2025-09-20 14:28:49.383000000
4204,138725,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
4205,138726,Seg.02,Mass Asp,25000 - 59000,5,250000,Chain,50000,2025-09-20 14:28:49.383000000
4206,138726,Seg.01,Mass,0 - 25000,15,150000,Street,10000,2025-09-20 14:28:49.383000000
4207,138727,Seg.01,Mass,0 - 25000,8,120000,Street,15000,2025-09-20 14:28:49.383000000
4208,138727,Seg.02,Mass Asp,25000 - 59000,4,160000,Independent,40000,2025-09-20 14:28:49.383000000
4209,138728,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
4210,138729,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
4211,138730,Seg.02,Mass Asp,25000 - 59000,8,400000,Chain,50000,2025-09-20 14:28:49.383000000
4212,138733,Seg.02,Mass Asp,25000 - 59000,30,1200000,Chain,40000,2025-09-20 14:28:49.383000000
4213,138734,Seg.02,Mass Asp,25000 - 59000,4,100000,Chain,25000,2025-09-20 14:28:49.383000000
4214,138734,Seg.01,Mass,0 - 25000,8,96000,Street,12000,2025-09-20 14:28:49.383000000
4215,138735,Seg.01,Mass,0 - 25000,3,36000,Street,12000,2025-09-20 14:28:49.383000000
4216,138735,Seg.02,Mass Asp,25000 - 59000,5,175000,Independent,35000,2025-09-20 14:28:49.383000000
4217,138735,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
4218,138740,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
4219,138741,Seg.02,Mass Asp,25000 - 59000,16,640000,Chain,40000,2025-09-20 14:28:49.383000000
4220,138742,Seg.02,Mass Asp,25000 - 59000,1,30000,Chain,30000,2025-09-20 14:28:49.383000000
4221,138742,Seg.01,Mass,0 - 25000,3,45000,Street,15000,2025-09-20 14:28:49.383000000
4222,138743,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
4223,138744,Seg.01,Mass,0 - 25000,8,120000,Street,15000,2025-09-20 14:28:49.383000000
4224,138745,Seg.02,Mass Asp,25000 - 59000,8,440000,Chain,55000,2025-09-20 14:28:49.383000000
4225,138746,Seg.02,Mass Asp,25000 - 59000,5,125000,Chain,25000,2025-09-20 14:28:49.383000000
4226,138746,Seg.01,Mass,0 - 25000,25,450000,Street,18000,2025-09-20 14:28:49.383000000
4227,138747,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
4228,138748,Seg.03,Premium,60000 - 99000,4,240000,Chain,60000,2025-09-20 14:28:49.383000000
4229,138750,Seg.02,Mass Asp,25000 - 59000,24,600000,Independent,25000,2025-09-20 14:28:49.383000000
4230,138750,Seg.01,Mass,0 - 25000,2,40000,Street,20000,2025-09-20 14:28:49.383000000
4231,138750,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
4232,138751,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
4233,138752,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
4234,138753,Seg.02,Mass Asp,25000 - 59000,20,600000,Independent,30000,2025-09-20 14:28:49.383000000
4235,138753,Seg.02,Mass Asp,25000 - 59000,1,50000,Chain,50000,2025-09-20 14:28:49.383000000
4236,138754,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
4237,138755,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
4238,138756,Seg.02,Mass Asp,25000 - 59000,20,500000,Independent,25000,2025-09-20 14:28:49.383000000
4239,138756,Seg.01,Mass,0 - 25000,4,80000,Street,20000,2025-09-20 14:28:49.383000000
4240,138757,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
4241,138758,Seg.01,Mass,0 - 25000,25,200000,Street,8000,2025-09-20 14:28:49.383000000
4242,138758,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
4243,138759,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
4244,138759,Seg.02,Mass Asp,25000 - 59000,5,200000,Chain,40000,2025-09-20 14:28:49.383000000
4245,138760,Seg.01,Mass,0 - 25000,12,120000,Independent,10000,2025-09-20 14:28:49.383000000
4246,138761,Seg.01,Mass,0 - 25000,28,336000,Independent,12000,2025-09-20 14:28:49.383000000
4247,138761,Seg.01,Mass,0 - 25000,2,20000,Street,10000,2025-09-20 14:28:49.383000000
4248,138762,Seg.01,Mass,0 - 25000,2,30000,Chain,15000,2025-09-20 14:28:49.383000000
4249,138762,Seg.01,Mass,0 - 25000,6,72000,Street,12000,2025-09-20 14:28:49.383000000
4250,138763,Seg.01,Mass,0 - 25000,4,68000,Independent,17000,2025-09-20 14:28:49.383000000
