RespondentKey,RespondentID,CityID,GroupSize,Age,Gender,TopOfMind,BrandUseMostOften,BrandUseMostOften_Previous,MostFavourite,AgeGroup,MPI,Occupation,OccupationGroup,Year,MPI_Mean_Use,,,,,,,
9224,792291,1,3,23,Female,The Coffee House,C?ng Cà Phê,N/A,C?ng Cà Phê,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2019,3749,,,,,,,
9225,792344,4,3,35,Female,Other,Other,Other,Other,35 - 39 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2019,5499,,,,,,,
9226,792345,4,2,54,Male,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,5499,,,,,,,
9227,792353,2,1,46,Female,Street Coffee,Street Coffee,N/A,Trung Nguyên,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,8249,,,,,,,
9228,792540,1,4,30,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9229,792542,2,4,48,Female,Street Coffee,Street Coffee,N/A,Trung Nguyên,45+ ,VND 9m - VND 14.9m,Skilled Labor (tailor,Blue Collar,2019,10499,,,,,,,
9230,792556,2,2,27,Female,Street Coffee,Street Coffee,N/A,Street Coffee,25 - 29 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
9231,792575,1,2,40,Male,Other,Aha Cafe,N/A,Aha Cafe,40 - 44 ,VND 9m - VND 14.9m,Military / Police,Other Occupations,2019,13499,,,,,,,
9232,792580,5,2,19,Male,Street Coffee,Street Coffee,N/A,Street Coffee,16 - 19 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,5499,,,,,,,
9233,792588,1,4,22,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2019,3749,,,,,,,
9234,792590,1,2,33,Female,Th?c Coffee,Th?c Coffee,N/A,Highlands Coffee,30 - 34 ,VND 4.5m - VND 8.9m,Lecturer / Teacher,White Collar,2019,8249,,,,,,,
9235,792593,4,4,36,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9236,792598,4,5,55,Female,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,6999,,,,,,,
9237,792613,4,4,21,Male,Highlands Coffee,Highlands Coffee,Street Coffee,Highlands Coffee,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2019,1499,,,,,,,
9238,792621,4,2,51,Male,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Civil servant - Staff level,White Collar,2019,5499,,,,,,,
9239,792648,4,4,36,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Civil servant Â - Middle Management,White Collar,2019,8249,,,,,,,
9240,792654,1,4,40,Male,Other,Other,Urban Station,Other,40 - 44 ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9241,792655,1,3,44,Female,Other,Other,N/A,Other,40 - 44 ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9242,792660,1,4,39,Male,Urban Station,Other,Urban Station,Other,35 - 39 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
9243,792708,6,5,30,Female,Other,Other,Other,Other,30 - 34 ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,5499,,,,,,,
9244,792710,2,2,32,Male,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,30 - 34 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2019,13499,,,,,,,
9245,792726,1,2,27,Male,Other,Other,Aha Cafe,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9246,792734,4,3,38,Male,Highlands Coffee,Highlands Coffee,Other,Highlands Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Lecturer / Teacher,White Collar,2019,6999,,,,,,,
9247,792736,4,4,23,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9248,792743,6,4,26,Male,Mê Trang,Mê Trang,Other,Mê Trang,25 - 29 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,8249,,,,,,,
9249,792746,4,2,49,Female,Other,Other,N/A,Other,45+ ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9250,792750,1,2,31,Male,Aha Cafe,Aha Cafe,N/A,Aha Cafe,30 - 34 ,VND 9m - VND 14.9m,Professional (doctor,White Collar,2019,10499,,,,,,,
9251,792768,1,4,47,Male,Other,Other,N/A,Other,45+ ,VND 15m - VND 24.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,17499,,,,,,,
9252,792770,1,5,22,Male,Other,Other,Street Coffee,Other,20 - 24 ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,5499,,,,,,,
9253,792772,1,4,44,Female,Other,Other,N/A,Other,40 - 44 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2019,8249,,,,,,,
9254,792776,4,3,34,Female,Milano,Milano,N/A,Milano,30 - 34 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9255,792777,1,4,38,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,35 - 39 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2019,10499,,,,,,,
9256,792780,1,4,22,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2019,3749,,,,,,,
9257,792784,1,3,22,Female,Highlands Coffee,Highlands Coffee,Urban Station,Highlands Coffee,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2019,1499,,,,,,,
9258,792789,1,4,44,Male,C?ng Cà Phê,C?ng Cà Phê,The Coffee House,C?ng Cà Phê,40 - 44 ,VND 4.5m - VND 8.9m,Civil servant - Staff level,White Collar,2019,6999,,,,,,,
9259,792790,1,4,37,Male,C?ng Cà Phê,C?ng Cà Phê,N/A,C?ng Cà Phê,35 - 39 ,VND 9m - VND 14.9m,Skilled Labor (tailor,Blue Collar,2019,10499,,,,,,,
9260,792797,2,2,34,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Housewife,None Working,2019,8249,,,,,,,
9261,792800,2,4,45,Female,Highlands Coffee,Highlands Coffee,Street Coffee,Highlands Coffee,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,8249,,,,,,,
9262,792820,6,4,37,Female,Other,Other,Street Coffee,Other,35 - 39 ,Under VND 4.5m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,3749,,,,,,,
9263,792834,5,3,28,Female,Other,Other,Street Coffee,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,5499,,,,,,,
9264,792844,1,4,35,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,5499,,,,,,,
9265,792853,4,4,24,Male,Highlands Coffee,Street Coffee,Highlands Coffee,Street Coffee,20 - 24 ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9266,792855,6,2,52,Male,Other,Other,Other,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,8249,,,,,,,
9267,792860,1,4,36,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9268,792863,4,3,45,Male,Other,Other,N/A,Other,45+ ,VND 15m - VND 24.9m,Skilled Labor (tailor,Blue Collar,2019,22499,,,,,,,
9269,792866,1,3,36,Male,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,35 - 39 ,VND 15m - VND 24.9m,Professional (doctor,White Collar,2019,17499,,,,,,,
9270,792873,3,2,41,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Semi-skilled labor (salesperson,Blue Collar,2019,3749,,,,,,,
9271,792876,6,4,46,Male,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,8249,,,,,,,
9272,792889,3,4,29,Female,Milano,Milano,Street Coffee,Milano,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9273,792893,4,1,33,Male,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,6999,,,,,,,
9274,792894,4,1,54,Male,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,6999,,,,,,,
9275,792898,4,3,55,Female,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9276,792912,1,3,23,Female,C?ng Cà Phê,C?ng Cà Phê,Aha Cafe,C?ng Cà Phê,20 - 24 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2019,6999,,,,,,,
9277,792914,1,5,40,Female,Aha Cafe,Aha Cafe,Urban Station,Aha Cafe,40 - 44 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9278,792916,1,4,35,Female,Other,Other,Urban Station,Other,35 - 39 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9279,792922,1,3,44,Female,Other,Other,Street Coffee,Other,40 - 44 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9280,792924,1,4,37,Male,Other,Other,N/A,Other,35 - 39 ,VND 9m - VND 14.9m,Officer - Middle Management,White Collar,2019,13499,,,,,,,
9281,792930,1,3,29,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,25 - 29 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2019,5499,,,,,,,
9282,792940,6,1,30,Male,Milano,Milano,N/A,Milano,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,5499,,,,,,,
9283,792950,4,4,24,Female,Other,The Coffee House,Other,Other,20 - 24 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,5499,,,,,,,
9284,792955,1,4,49,Female,Other,Other,N/A,Other,45+ ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9285,792962,3,3,37,Female,Street Coffee,Street Coffee,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,5499,,,,,,,
9286,792963,1,5,46,Female,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,6999,,,,,,,
9287,792976,4,5,32,Male,The Coffee House,The Coffee House,Street Coffee,The Coffee House,30 - 34 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2019,10499,,,,,,,
9288,793005,1,4,39,Male,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,5499,,,,,,,
9289,793017,2,3,31,Male,Other,Other,Street Coffee,Other,30 - 34 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,8249,,,,,,,
9290,793019,2,3,29,Female,Highlands Coffee,Highlands Coffee,Other,Highlands Coffee,25 - 29 ,VND 9m - VND 14.9m,Housewife,None Working,2019,10499,,,,,,,
9291,793043,1,4,33,Male,Aha Cafe,Aha Cafe,N/A,Aha Cafe,30 - 34 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
9292,793056,3,5,49,Female,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9293,793067,4,3,54,Female,Other,Other,N/A,Other,45+ ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9294,793076,2,4,25,Female,Other,Other,Street Coffee,Other,25 - 29 ,VND 9m - VND 14.9m,Freelance,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9295,793084,3,1,16,Male,Street Coffee,Street Coffee,N/A,Street Coffee,16 - 19 ,Under VND 4.5m,Skilled Labor (tailor,Blue Collar,2019,3749,,,,,,,
9296,793113,4,2,27,Female,Other,Other,N/A,Other,25 - 29 ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9297,793118,4,4,49,Female,Highlands Coffee,Other,Other,Other,45+ ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2019,10499,,,,,,,
9298,793129,1,3,25,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9299,793132,4,4,36,Female,Other,Other,N/A,Other,35 - 39 ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9300,793136,1,4,19,Male,Aha Cafe,Aha Cafe,N/A,Aha Cafe,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2019,1499,,,,,,,
9301,793176,4,6,49,Female,Other,Other,Street Coffee,Other,45+ ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,6999,,,,,,,
9302,793209,1,5,47,Male,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,6999,,,,,,,
9303,793220,3,1,40,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2019,1499,,,,,,,
9304,793360,3,2,41,Female,Street Coffee,Street Coffee,Trung Nguyên,Other,40 - 44 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,6999,,,,,,,
9305,793388,1,2,59,Male,C?ng Cà Phê,C?ng Cà Phê,N/A,C?ng Cà Phê,45+ ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9306,793394,1,2,59,Female,Other,Other,N/A,Other,45+ ,Under VND 4.5m,Housewife,None Working,2019,1499,,,,,,,
9307,793424,2,4,35,Female,Highlands Coffee,Highlands Coffee,Street Coffee,Highlands Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9308,793456,4,3,38,Male,Other,Other,N/A,Other,35 - 39 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
9309,793458,4,4,45,Female,Highlands Coffee,Milano,Other,Highlands Coffee,45+ ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,5499,,,,,,,
9310,793461,1,3,27,Female,Other,Other,Aha Cafe,Other,25 - 29 ,VND 9m - VND 14.9m,Civil servant - Staff level,White Collar,2019,10499,,,,,,,
9311,793464,6,2,26,Male,Street Coffee,Street Coffee,Milano,Street Coffee,25 - 29 ,VND 9m - VND 14.9m,Freelance,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9312,793475,4,4,30,Male,Other,Other,Other,Other,30 - 34 ,N/A,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2019,N/A,,,,,,,
9313,793489,3,2,28,Female,Street Coffee,Street Coffee,N/A,Street Coffee,25 - 29 ,Under VND 4.5m,Skilled Labor (tailor,Blue Collar,2019,3749,,,,,,,
9314,793545,1,4,35,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9315,793568,2,5,46,Female,Other,Other,Street Coffee,Other,45+ ,VND 9m - VND 14.9m,Housewife,None Working,2019,10499,,,,,,,
9316,793569,4,3,25,Male,Milano,Other,Milano,Highlands Coffee,25 - 29 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
9317,793579,2,3,41,Female,Other,Other,Street Coffee,Other,40 - 44 ,VND 9m - VND 14.9m,Lecturer / Teacher,White Collar,2019,10499,,,,,,,
9318,793585,4,3,29,Female,Other,Other,Street Coffee,Other,25 - 29 ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9319,793902,2,1,29,Female,Trung Nguyên,Trung Nguyên,N/A,Trung Nguyên,25 - 29 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2019,10499,,,,,,,
9320,793939,2,2,47,Male,Other,Other,Street Coffee,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,6999,,,,,,,
9321,793942,2,2,32,Female,Other,Other,Street Coffee,Other,30 - 34 ,VND 9m - VND 14.9m,Housewife,None Working,2019,10499,,,,,,,
9322,794003,6,1,56,Male,Other,Other,N/A,Other,45+ ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
9323,794115,2,1,49,Female,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,VND 4.5m - VND 8.9m,Housewife,None Working,2019,5499,,,,,,,
9324,794157,2,3,56,Male,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,5499,,,,,,,
9325,794171,1,4,33,Female,Aha Cafe,Aha Cafe,Urban Station,Aha Cafe,30 - 34 ,VND 4.5m - VND 8.9m,Civil servant - Staff level,White Collar,2019,8249,,,,,,,
9326,794175,1,4,41,Male,Other,Other,C?ng Cà Phê,Other,40 - 44 ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9327,794177,1,3,40,Male,Other,Other,N/A,Other,40 - 44 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,6999,,,,,,,
9328,794179,1,3,28,Female,Highlands Coffee,Highlands Coffee,Other,Highlands Coffee,25 - 29 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9329,794181,6,1,59,Male,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,5499,,,,,,,
9330,794229,2,2,33,Female,Other,Other,N/A,Street Coffee,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9331,794258,2,2,54,Female,Street Coffee,Street Coffee,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Housewife,None Working,2019,6999,,,,,,,
9332,794347,1,4,36,Male,C?ng Cà Phê,C?ng Cà Phê,Aha Cafe,C?ng Cà Phê,35 - 39 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9333,794385,2,4,17,Female,The Coffee House,The Coffee House,Milano,The Coffee House,16 - 19 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2019,5499,,,,,,,
9334,794392,2,4,45,Female,Other,Other,Street Coffee,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,5499,,,,,,,
9335,794505,1,3,19,Female,Other,Other,N/A,Other,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2019,1499,,,,,,,
9336,794511,1,3,49,Female,Other,Other,N/A,Aha Cafe,45+ ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9337,794521,1,4,26,Female,C?ng Cà Phê,C?ng Cà Phê,Street Coffee,C?ng Cà Phê,25 - 29 ,VND 9m - VND 14.9m,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2019,13499,,,,,,,
9338,794533,6,4,17,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,16 - 19 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2019,5499,,,,,,,
9339,794560,1,4,22,Male,Other,Other,Street Coffee,Other,20 - 24 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,8249,,,,,,,
9340,794587,2,1,54,Female,Street Coffee,Street Coffee,N/A,Trung Nguyên,45+ ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9341,794595,1,4,30,Female,Highlands Coffee,Highlands Coffee,Aha Cafe,Highlands Coffee,30 - 34 ,VND 9m - VND 14.9m,Lecturer / Teacher,White Collar,2019,10499,,,,,,,
9342,794599,1,4,21,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2019,3749,,,,,,,
9343,794606,1,3,34,Female,Urban Station,Urban Station,N/A,Urban Station,30 - 34 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2019,8249,,,,,,,
9344,794635,2,3,37,Female,Other,Other,Other,Other,35 - 39 ,VND 9m - VND 14.9m,Lecturer / Teacher,White Collar,2019,13499,,,,,,,
9345,794703,2,3,28,Female,Street Coffee,Street Coffee,N/A,Street Coffee,25 - 29 ,VND 9m - VND 14.9m,Housewife,None Working,2019,10499,,,,,,,
9346,794718,1,3,32,Female,Other,Other,Trung Nguyên,Other,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Middle Management,White Collar,2019,8249,,,,,,,
9347,794735,2,2,42,Male,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,6999,,,,,,,
9348,794784,1,3,30,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,8249,,,,,,,
9349,794818,1,3,34,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,30 - 34 ,VND 15m - VND 24.9m,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2019,17499,,,,,,,
9350,794824,1,3,39,Female,Other,Other,Other,Other,35 - 39 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9351,794828,2,1,44,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,VND 9m - VND 14.9m,Housewife,None Working,2019,10499,,,,,,,
9352,794862,1,5,30,Female,Aha Cafe,Aha Cafe,Street Coffee,Aha Cafe,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9353,794998,3,2,30,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,6999,,,,,,,
9354,795043,1,4,35,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,8249,,,,,,,
9355,795086,6,3,39,Female,Milano,Milano,Other,Milano,35 - 39 ,VND 9m - VND 14.9m,Skilled Labor (tailor,Blue Collar,2019,10499,,,,,,,
9356,795102,6,4,60,Female,Mê Trang,Other,N/A,Other,45+ ,Under VND 4.5m,Housewife,None Working,2019,3749,,,,,,,
9357,795104,2,3,29,Male,Other,Other,Other,Other,25 - 29 ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,5499,,,,,,,
9358,795105,1,4,19,Male,C?ng Cà Phê,C?ng Cà Phê,N/A,C?ng Cà Phê,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2019,1499,,,,,,,
9359,795108,1,2,50,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,45+ ,VND 9m - VND 14.9m,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2019,13499,,,,,,,
9360,795146,3,3,36,Male,Other,Other,N/A,Other,35 - 39 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,10499,,,,,,,
9361,795151,2,4,18,Male,Other,Other,N/A,Other,16 - 19 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2019,5499,,,,,,,
9362,795179,5,4,48,Female,Other,Other,Nia cafe,Other,45+ ,VND 4.5m - VND 8.9m,Civil servant - Staff level,White Collar,2019,5499,,,,,,,
9363,795193,1,3,32,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,30 - 34 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2019,8249,,,,,,,
9364,795214,2,4,21,Female,Th?c Coffee,Th?c Coffee,N/A,Th?c Coffee,20 - 24 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2019,8249,,,,,,,
9365,795222,6,3,34,Female,Other,Other,Other,Other,30 - 34 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2019,5499,,,,,,,
9366,795227,5,5,26,Female,Highlands Coffee,Highlands Coffee,N/A,BonPas,25 - 29 ,VND 15m - VND 24.9m,Officer - Middle Management,White Collar,2019,22499,,,,,,,
9367,795230,6,4,49,Male,Milano,Milano,Street Coffee,Milano,45+ ,VND 4.5m - VND 8.9m,Freelance,Self Employed - Small Business and Freelance,2019,6999,,,,,,,
9368,795238,1,3,33,Male,Other,Other,Other,Other,30 - 34 ,VND 15m - VND 24.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,17499,,,,,,,
9369,795258,4,4,37,Female,Other,Other,N/A,Other,35 - 39 ,VND 9m - VND 14.9m,Freelance,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9370,795282,1,5,23,Male,The Coffee House,The Coffee House,N/A,The Coffee House,20 - 24 ,VND 9m - VND 14.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2019,13499,,,,,,,
9371,795292,5,4,31,Male,Nia cafe,Nia cafe,Street Coffee,Nia cafe,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2019,6999,,,,,,,
9372,795315,6,4,51,Female,Other,Other,Other,Other,45+ ,Under VND 4.5m,Lecturer / Teacher,White Collar,2019,3749,,,,,,,
9373,795337,1,3,41,Male,Highlands Coffee,Highlands Coffee,Street Coffee,Highlands Coffee,40 - 44 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9374,795339,3,3,28,Male,Other,Other,Other,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2019,6999,,,,,,,
9375,795340,5,4,31,Female,Other,Other,N/A,Other,30 - 34 ,VND 15m - VND 24.9m,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2019,17499,,,,,,,
9376,795342,1,3,28,Male,Trung Nguyên,Highlands Coffee,Street Coffee,Highlands Coffee,25 - 29 ,VND 4.5m - VND 8.9m,Professional (doctor,White Collar,2019,8249,,,,,,,
9377,795365,1,4,49,Female,Trung Nguyên,Aha Cafe,Street Coffee,Aha Cafe,45+ ,Under VND 4.5m,Housewife,None Working,2019,3749,,,,,,,
9378,795367,6,3,39,Male,Street Coffee,Street Coffee,N/A,Street Coffee,35 - 39 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2019,10499,,,,,,,
